Tripid,City,Stationid,Truckid,Wastecollected,TruckType,Date
81752,Sao Paulo,21,240,36.73,Scania,2019-09-16
81753,Sao Paulo,21,240,43.46,Scania,2019-09-16
81754,Sao Paulo,83,217,40.24,Volvo,2019-09-16
81755,Sao Paulo,83,229,38.62,Volvo,2019-09-16
81756,Sao Paulo,19,232,41.99,Scania,2019-09-16
81757,Sao Paulo,19,238,33.38,Scania,2019-09-16
81758,Sao Paulo,83,217,36.87,Volvo,2019-09-16
81759,Sao Paulo,19,233,42.51,Volvo,2019-09-16
81760,Sao Paulo,83,217,32.72,Volvo,2019-09-16
81761,Sao Paulo,83,229,33.72,Volvo,2019-09-16
81762,Sao Paulo,19,238,35.27,Scania,2019-09-16
81763,Sao Paulo,21,244,34.17,Scania,2019-09-16
81764,Sao Paulo,83,217,39.84,Volvo,2019-09-16
81765,Sao Paulo,83,229,43.06,Volvo,2019-09-16
81766,Sao Paulo,21,240,31.44,Scania,2019-09-16
81767,Rio de Janeiro,84,265,37.1,Volvo,2019-09-16
81768,Rio de Janeiro,44,299,34.74,Volvo,2019-09-16
81769,Rio de Janeiro,31,283,40.67,Volvo,2019-09-16
81770,Rio de Janeiro,84,261,31.62,Volvo,2019-09-16
81771,Rio de Janeiro,44,298,38.17,Scania,2019-09-16
81772,Rio de Janeiro,32,288,40.11,Scania,2019-09-16
81773,Rio de Janeiro,44,299,40.8,Volvo,2019-09-16
81774,Rio de Janeiro,44,297,43.91,Volvo,2019-09-16
81775,Rio de Janeiro,86,255,35.52,Volvo,2019-09-16
81776,Rio de Janeiro,84,266,42.3,Scania,2019-09-16
81777,Rio de Janeiro,44,298,34.02,Scania,2019-09-16
81778,Rio de Janeiro,84,261,42.51,Volvo,2019-09-16
81779,Rio de Janeiro,86,251,37.86,Volvo,2019-09-16
81780,Rio de Janeiro,86,255,40.46,Volvo,2019-09-16
81781,Rio de Janeiro,44,299,42.85,Volvo,2019-09-16
81782,Rio de Janeiro,44,297,39.14,Volvo,2019-09-16
81783,Rio de Janeiro,44,301,39.91,Volvo,2019-09-16
81784,Rio de Janeiro,57,272,44.35,Scania,2019-09-16
81785,Rio de Janeiro,32,290,32.09,Scania,2019-09-16
81786,Rio de Janeiro,84,262,31.09,Scania,2019-09-16
81787,Rio de Janeiro,44,299,42.38,Volvo,2019-09-16
81788,Rio de Janeiro,32,291,43.85,Volvo,2019-09-16
81789,Rio de Janeiro,86,251,33.64,Volvo,2019-09-16
81790,Rio de Janeiro,84,266,41.58,Scania,2019-09-16
81791,Rio de Janeiro,32,288,42.83,Scania,2019-09-16
81792,Rio de Janeiro,32,291,36.12,Volvo,2019-09-16
81793,Rio de Janeiro,31,283,34.45,Volvo,2019-09-16
81794,Rio de Janeiro,86,252,30.87,Scania,2019-09-16
81795,Rio de Janeiro,31,283,30.45,Volvo,2019-09-16
81796,Rio de Janeiro,57,274,43.94,Scania,2019-09-16
81797,Rio de Janeiro,84,261,36.57,Volvo,2019-09-16
81798,Rio de Janeiro,44,298,42.48,Scania,2019-09-16
81799,Rio de Janeiro,84,266,36.93,Scania,2019-09-16
81800,Rio de Janeiro,86,251,30.86,Volvo,2019-09-16
81801,Rio de Janeiro,44,297,32.76,Volvo,2019-09-16
81802,Rio de Janeiro,44,299,34.07,Volvo,2019-09-16
81803,Rio de Janeiro,31,276,40.59,Scania,2019-09-16
81804,Rio de Janeiro,44,297,44.86,Volvo,2019-09-16
81805,Rio de Janeiro,32,286,30.39,Scania,2019-09-16
81806,Rio de Janeiro,84,266,41.73,Scania,2019-09-16
81807,Rio de Janeiro,86,255,38.54,Volvo,2019-09-16
81808,Rio de Janeiro,31,280,33.74,Scania,2019-09-16
81809,Rio de Janeiro,32,288,44.92,Scania,2019-09-16
81810,Rio de Janeiro,84,266,43.27,Scania,2019-09-16
81811,Rio de Janeiro,86,251,31.47,Volvo,2019-09-16
81812,Rio de Janeiro,31,276,33.96,Scania,2019-09-16
81813,Rio de Janeiro,86,255,34.57,Volvo,2019-09-16
81814,Rio de Janeiro,84,266,33.83,Scania,2019-09-16
81815,Rio de Janeiro,57,274,38.09,Scania,2019-09-16
81816,Rio de Janeiro,31,280,30.07,Scania,2019-09-16
81817,Rio de Janeiro,84,266,36.39,Scania,2019-09-16
81818,Rio de Janeiro,84,266,43.47,Scania,2019-09-16
81819,Rio de Janeiro,44,298,34.02,Scania,2019-09-16
81820,Rio de Janeiro,57,272,39.48,Scania,2019-09-16
81821,Rio de Janeiro,31,276,43.08,Scania,2019-09-16
81822,Rio de Janeiro,57,274,30.99,Scania,2019-09-16
81823,Rio de Janeiro,57,270,35.44,Scania,2019-09-16
81824,Rio de Janeiro,84,265,39.32,Volvo,2019-09-16
81825,Rio de Janeiro,84,261,44,Volvo,2019-09-16
81826,Rio de Janeiro,31,283,41.13,Volvo,2019-09-16
81827,Rio de Janeiro,57,274,36.13,Scania,2019-09-16
81828,Rio de Janeiro,44,298,34.88,Scania,2019-09-16
81829,Rio de Janeiro,31,280,31.97,Scania,2019-09-16
81830,Rio de Janeiro,57,270,37.43,Scania,2019-09-16
81831,Rio de Janeiro,44,297,41.7,Volvo,2019-09-16
81832,Rio de Janeiro,84,266,38.54,Scania,2019-09-16
81833,Rio de Janeiro,57,272,30.08,Scania,2019-09-16
81834,Rio de Janeiro,32,286,38.44,Scania,2019-09-16
81835,Rio de Janeiro,32,291,37.42,Volvo,2019-09-16
81836,Rio de Janeiro,44,301,30.59,Volvo,2019-09-16
81837,Rio de Janeiro,84,266,30.35,Scania,2019-09-16
81838,Rio de Janeiro,86,257,44.51,Volvo,2019-09-16
81839,Rio de Janeiro,44,298,42.82,Scania,2019-09-16
81840,Rio de Janeiro,84,266,44.7,Scania,2019-09-16
81841,Rio de Janeiro,86,257,38.09,Volvo,2019-09-16
81842,Rio de Janeiro,86,251,41.9,Volvo,2019-09-16
81843,Brasilia,40,137,44.86,Volvo,2019-09-17
81844,Brasilia,40,135,30.26,Volvo,2019-09-17
81845,Brasilia,43,144,34.18,Scania,2019-09-17
81846,Brasilia,71,125,42.99,Volvo,2019-09-17
81847,Brasilia,97,120,40.75,Scania,2019-09-17
81848,Brasilia,71,133,31.23,Volvo,2019-09-17
81849,Brasilia,43,145,42.19,Volvo,2019-09-17
81850,Brasilia,43,144,32.65,Scania,2019-09-17
81851,Brasilia,40,137,30.25,Volvo,2019-09-17
81852,Brasilia,97,115,32.85,Volvo,2019-09-17
81853,Brasilia,46,168,33.83,Scania,2019-09-17
81854,Brasilia,43,144,41.46,Scania,2019-09-17
81855,Brasilia,43,148,42.69,Scania,2019-09-17
81856,Brasilia,43,148,34.82,Scania,2019-09-17
81857,Brasilia,71,126,33.43,Scania,2019-09-17
81858,Brasilia,43,144,32.05,Scania,2019-09-17
81859,Brasilia,43,143,44.73,Volvo,2019-09-17
81860,Brasilia,77,152,43.01,Scania,2019-09-17
81861,Brasilia,46,168,34.4,Scania,2019-09-17
81862,Brasilia,77,157,43.09,Volvo,2019-09-17
81863,Brasilia,43,144,33.23,Scania,2019-09-17
81864,Brasilia,77,152,41.28,Scania,2019-09-17
81865,Brasilia,97,115,43.64,Volvo,2019-09-17
81866,Brasilia,97,115,40.3,Volvo,2019-09-17
81867,Brasilia,77,152,37.4,Scania,2019-09-17
81868,Brasilia,43,144,39.61,Scania,2019-09-17
81869,Brasilia,97,122,37.46,Scania,2019-09-17
81870,Brasilia,40,136,36.66,Scania,2019-09-17
81871,Brasilia,43,148,38.97,Scania,2019-09-17
81872,Brasilia,77,160,41.29,Scania,2019-09-17
81873,Brasilia,46,169,39.88,Volvo,2019-09-17
81874,Brasilia,77,150,37.97,Scania,2019-09-17
81875,Brasilia,43,143,41.7,Volvo,2019-09-17
81876,Brasilia,71,126,43.03,Scania,2019-09-17
81877,Brasilia,46,168,43.24,Scania,2019-09-17
81878,Brasilia,43,148,33.56,Scania,2019-09-17
81879,Brasilia,43,148,39.4,Scania,2019-09-17
81880,Brasilia,71,126,38.79,Scania,2019-09-17
81881,Brasilia,97,122,35.95,Scania,2019-09-17
81882,Brasilia,40,135,39.6,Volvo,2019-09-17
81883,Brasilia,97,120,39.16,Scania,2019-09-17
81884,Brasilia,43,145,43.28,Volvo,2019-09-17
81885,Brasilia,40,136,43.76,Scania,2019-09-17
81886,Brasilia,97,120,31.12,Scania,2019-09-17
81887,Brasilia,97,120,44.87,Scania,2019-09-17
81888,Brasilia,40,134,39.38,Scania,2019-09-17
81889,Brasilia,43,145,30.78,Volvo,2019-09-17
81890,Brasilia,97,115,43.37,Volvo,2019-09-17
81891,Brasilia,97,115,30.98,Volvo,2019-09-17
81892,Brasilia,40,136,41.13,Scania,2019-09-17
81893,Brasilia,43,148,36.74,Scania,2019-09-17
81894,Brasilia,43,143,38.57,Volvo,2019-09-17
81895,Brasilia,46,162,35.01,Scania,2019-09-17
81896,Brasilia,77,157,30.07,Volvo,2019-09-17
81897,Brasilia,71,125,36.78,Volvo,2019-09-17
81898,Brasilia,40,136,40.94,Scania,2019-09-17
81899,Brasilia,71,125,30.48,Volvo,2019-09-17
81900,Brasilia,77,150,35.42,Scania,2019-09-17
81901,Brasilia,46,168,32.77,Scania,2019-09-17
81902,Brasilia,71,126,34.79,Scania,2019-09-17
81903,Brasilia,77,152,41.05,Scania,2019-09-17
81904,Brasilia,43,144,33.45,Scania,2019-09-17
81905,Brasilia,71,133,42.39,Volvo,2019-09-17
81906,Brasilia,40,136,44.19,Scania,2019-09-17
81907,Brasilia,77,157,35.72,Volvo,2019-09-17
81908,Brasilia,46,168,39.94,Scania,2019-09-17
81909,Brasilia,77,160,42.37,Scania,2019-09-17
81910,Brasilia,43,143,33.78,Volvo,2019-09-17
81911,Brasilia,40,135,39.07,Volvo,2019-09-17
81912,Brasilia,97,121,37.21,Volvo,2019-09-17
81913,Brasilia,77,152,42.77,Scania,2019-09-17
81914,Brasilia,77,160,42.56,Scania,2019-09-17
81915,Brasilia,46,162,38.37,Scania,2019-09-17
81916,Brasilia,40,137,41.66,Volvo,2019-09-17
81917,Brasilia,77,152,38.32,Scania,2019-09-17
81918,Brasilia,97,121,40.47,Volvo,2019-09-17
81919,Salvador,47,170,38.6,Scania,2019-09-17
81920,Salvador,48,182,37.52,Scania,2019-09-17
81921,Salvador,82,211,35.15,Volvo,2019-09-17
81922,Salvador,47,179,37.71,Volvo,2019-09-17
81923,Salvador,81,192,36.79,Scania,2019-09-17
81924,Salvador,82,213,30,Volvo,2019-09-17
81925,Salvador,82,213,30.23,Volvo,2019-09-17
81926,Salvador,48,182,43.84,Scania,2019-09-17
81927,Salvador,48,184,44.77,Scania,2019-09-17
81928,Salvador,47,179,33.19,Volvo,2019-09-17
81929,Salvador,81,192,32.11,Scania,2019-09-17
81930,Salvador,48,182,36.48,Scania,2019-09-17
81931,Salvador,81,192,30.6,Scania,2019-09-17
81932,Salvador,48,189,43.26,Volvo,2019-09-17
81933,Salvador,48,184,30.29,Scania,2019-09-17
81934,Salvador,47,170,34.14,Scania,2019-09-17
81935,Salvador,48,182,42.31,Scania,2019-09-17
81936,Salvador,82,211,30.52,Volvo,2019-09-17
81937,Salvador,82,211,35.8,Volvo,2019-09-17
81938,Salvador,48,182,44.06,Scania,2019-09-17
81939,Salvador,82,211,44.28,Volvo,2019-09-17
81940,Salvador,48,182,34.63,Scania,2019-09-17
81941,Salvador,81,192,44.02,Scania,2019-09-17
81942,Salvador,48,184,44.15,Scania,2019-09-17
81943,Salvador,47,170,38.99,Scania,2019-09-17
81944,Salvador,82,211,35.5,Volvo,2019-09-17
81945,Salvador,81,194,41.65,Scania,2019-09-17
81946,Salvador,47,179,33.2,Volvo,2019-09-17
81947,Salvador,48,182,35.19,Scania,2019-09-17
81948,Salvador,82,211,30.11,Volvo,2019-09-17
81949,Salvador,81,192,42.8,Scania,2019-09-17
81950,Salvador,48,189,30.22,Volvo,2019-09-17
81951,Salvador,48,189,34.53,Volvo,2019-09-17
81952,Salvador,82,211,34.65,Volvo,2019-09-17
81953,Salvador,47,179,43.38,Volvo,2019-09-17
81954,Salvador,82,211,31.64,Volvo,2019-09-17
81955,Salvador,48,182,32.72,Scania,2019-09-17
81956,Salvador,48,182,38.58,Scania,2019-09-17
81957,Salvador,81,192,35.63,Scania,2019-09-17
81958,Salvador,82,213,40.29,Volvo,2019-09-17
81959,Salvador,82,213,44.69,Volvo,2019-09-17
81960,Salvador,48,184,34.93,Scania,2019-09-17
81961,Salvador,82,213,43.78,Volvo,2019-09-17
81962,Salvador,81,191,35.84,Volvo,2019-09-17
81963,Salvador,82,211,43.98,Volvo,2019-09-17
81964,Salvador,81,192,31,Scania,2019-09-17
81965,Salvador,47,179,39.47,Volvo,2019-09-17
81966,Salvador,82,213,32.55,Volvo,2019-09-17
81967,Salvador,48,182,41.12,Scania,2019-09-17
81968,Salvador,81,192,42.25,Scania,2019-09-17
81969,Salvador,47,170,32.73,Scania,2019-09-17
81970,Salvador,81,194,40.77,Scania,2019-09-17
81971,Salvador,81,191,31.72,Volvo,2019-09-17
81972,Salvador,82,213,41.89,Volvo,2019-09-17
81973,Salvador,47,170,35.13,Scania,2019-09-17
81974,Salvador,48,189,32.12,Volvo,2019-09-17
81975,Salvador,47,179,32.38,Volvo,2019-09-17
81976,Salvador,81,198,34,Scania,2019-09-17
81977,Salvador,48,182,30.17,Scania,2019-09-17
81978,Salvador,47,170,39.84,Scania,2019-09-17
81979,Salvador,48,188,32.68,Scania,2019-09-17
81980,Salvador,81,191,32.75,Volvo,2019-09-17
81981,Salvador,48,184,44.98,Scania,2019-09-17
81982,Salvador,81,191,36.49,Volvo,2019-09-17
81983,Salvador,47,179,38.73,Volvo,2019-09-17
81984,Salvador,82,211,35.54,Volvo,2019-09-17
81985,Salvador,48,189,35.25,Volvo,2019-09-17
81986,Salvador,47,170,44.04,Scania,2019-09-17
81987,Salvador,47,179,43.05,Volvo,2019-09-17
81988,Salvador,81,198,35.87,Scania,2019-09-17
81989,Salvador,48,189,38.82,Volvo,2019-09-17
81990,Salvador,48,189,30,Volvo,2019-09-17
81991,Salvador,82,213,30.23,Volvo,2019-09-17
81992,Salvador,48,189,40.38,Volvo,2019-09-17
81993,Salvador,48,188,39.93,Scania,2019-09-17
81994,Salvador,47,179,43.99,Volvo,2019-09-17
81995,Sao Paulo,21,244,34.33,Scania,2019-09-17
81996,Sao Paulo,83,217,35.79,Volvo,2019-09-17
81997,Sao Paulo,83,217,35.29,Volvo,2019-09-17
81998,Sao Paulo,83,229,32.88,Volvo,2019-09-17
81999,Sao Paulo,19,230,41.56,Scania,2019-09-17
82000,Sao Paulo,21,244,37.52,Scania,2019-09-17
82001,Sao Paulo,83,217,44.87,Volvo,2019-09-17
82002,Sao Paulo,21,244,41.88,Scania,2019-09-17
82003,Sao Paulo,83,217,35.01,Volvo,2019-09-17
82004,Sao Paulo,21,246,38.12,Scania,2019-09-17
82005,Sao Paulo,19,232,42.99,Scania,2019-09-17
82006,Sao Paulo,21,246,31.14,Scania,2019-09-17
82007,Sao Paulo,19,233,44.78,Volvo,2019-09-17
82008,Sao Paulo,21,244,32.59,Scania,2019-09-17
82009,Sao Paulo,21,245,30.48,Volvo,2019-09-17
82010,Sao Paulo,83,229,33.97,Volvo,2019-09-17
82011,Sao Paulo,21,240,40.59,Scania,2019-09-17
82012,Sao Paulo,83,217,41.92,Volvo,2019-09-17
82013,Sao Paulo,83,229,35.84,Volvo,2019-09-17
82014,Sao Paulo,21,240,36.53,Scania,2019-09-17
82015,Sao Paulo,19,230,42.87,Scania,2019-09-17
82016,Sao Paulo,19,233,35.55,Volvo,2019-09-17
82017,Sao Paulo,19,233,39.04,Volvo,2019-09-17
82018,Sao Paulo,19,238,42.81,Scania,2019-09-17
82019,Sao Paulo,21,244,32.37,Scania,2019-09-17
82020,Sao Paulo,21,240,42,Scania,2019-09-17
82021,Sao Paulo,21,240,40.35,Scania,2019-09-17
82022,Sao Paulo,21,246,43.14,Scania,2019-09-17
82023,Sao Paulo,21,245,41.76,Volvo,2019-09-17
82024,Sao Paulo,19,233,39.98,Volvo,2019-09-17
82025,Sao Paulo,83,217,35.5,Volvo,2019-09-17
82026,Sao Paulo,83,229,36.31,Volvo,2019-09-17
82027,Sao Paulo,21,244,41.24,Scania,2019-09-17
82028,Sao Paulo,21,240,32.14,Scania,2019-09-17
82029,Sao Paulo,19,232,39.15,Scania,2019-09-17
82030,Sao Paulo,21,245,32.17,Volvo,2019-09-17
82031,Sao Paulo,21,244,32.17,Scania,2019-09-17
82032,Sao Paulo,83,217,31.33,Volvo,2019-09-17
82033,Sao Paulo,19,238,33.13,Scania,2019-09-17
82034,Sao Paulo,19,232,38.78,Scania,2019-09-17
82035,Sao Paulo,21,245,41.15,Volvo,2019-09-17
82036,Sao Paulo,21,244,33.05,Scania,2019-09-17
82037,Sao Paulo,19,233,44.71,Volvo,2019-09-17
82038,Sao Paulo,83,217,44.17,Volvo,2019-09-17
82039,Sao Paulo,19,238,43.98,Scania,2019-09-17
82040,Sao Paulo,19,238,44.74,Scania,2019-09-17
82041,Sao Paulo,21,240,32.76,Scania,2019-09-17
82042,Sao Paulo,83,229,39.08,Volvo,2019-09-17
82043,Sao Paulo,21,244,38.18,Scania,2019-09-17
82044,Sao Paulo,19,238,40.4,Scania,2019-09-17
82045,Sao Paulo,83,217,38.8,Volvo,2019-09-17
82046,Sao Paulo,21,245,30.07,Volvo,2019-09-17
82047,Sao Paulo,19,238,35.38,Scania,2019-09-17
82048,Sao Paulo,21,244,33.37,Scania,2019-09-17
82049,Sao Paulo,21,245,42.03,Volvo,2019-09-17
82050,Sao Paulo,83,217,30.43,Volvo,2019-09-17
82051,Sao Paulo,21,240,31.33,Scania,2019-09-17
82052,Sao Paulo,21,244,43.54,Scania,2019-09-17
82053,Sao Paulo,83,229,40.06,Volvo,2019-09-17
82054,Sao Paulo,83,217,38.95,Volvo,2019-09-17
82055,Sao Paulo,19,238,43.37,Scania,2019-09-17
82056,Sao Paulo,21,245,44.32,Volvo,2019-09-17
82057,Sao Paulo,21,246,33.69,Scania,2019-09-17
82058,Sao Paulo,83,217,42.02,Volvo,2019-09-17
82059,Sao Paulo,21,244,38.68,Scania,2019-09-17
82060,Sao Paulo,19,238,41.76,Scania,2019-09-17
82061,Sao Paulo,83,217,43.32,Volvo,2019-09-17
82062,Sao Paulo,21,244,32.11,Scania,2019-09-17
82063,Sao Paulo,21,244,35.05,Scania,2019-09-17
82064,Sao Paulo,21,244,34.5,Scania,2019-09-17
82065,Sao Paulo,21,245,31.88,Volvo,2019-09-17
82066,Sao Paulo,21,245,31.18,Volvo,2019-09-17
82067,Sao Paulo,21,245,34.83,Volvo,2019-09-17
82068,Sao Paulo,21,245,40.68,Volvo,2019-09-17
82069,Sao Paulo,83,229,41.91,Volvo,2019-09-17
82070,Sao Paulo,19,230,36.49,Scania,2019-09-17
82071,Rio de Janeiro,57,275,37.32,Volvo,2019-09-17
82072,Rio de Janeiro,86,252,31.09,Scania,2019-09-17
82073,Rio de Janeiro,44,297,36.03,Volvo,2019-09-17
82074,Rio de Janeiro,86,252,43.55,Scania,2019-09-17
82075,Rio de Janeiro,31,280,38.24,Scania,2019-09-17
82076,Rio de Janeiro,32,288,40.82,Scania,2019-09-17
82077,Rio de Janeiro,31,280,41.43,Scania,2019-09-17
82078,Rio de Janeiro,57,270,40.14,Scania,2019-09-17
82079,Rio de Janeiro,31,280,38.33,Scania,2019-09-17
82080,Rio de Janeiro,84,266,41.89,Scania,2019-09-17
82081,Rio de Janeiro,32,288,42.58,Scania,2019-09-17
82082,Rio de Janeiro,86,255,35.76,Volvo,2019-09-17
82083,Rio de Janeiro,86,252,30.39,Scania,2019-09-17
82084,Rio de Janeiro,32,288,44.56,Scania,2019-09-17
82085,Rio de Janeiro,31,280,39.72,Scania,2019-09-17
82086,Rio de Janeiro,31,276,36.21,Scania,2019-09-17
82087,Rio de Janeiro,57,275,37.11,Volvo,2019-09-17
82088,Rio de Janeiro,44,299,33.15,Volvo,2019-09-17
82089,Rio de Janeiro,44,297,37.04,Volvo,2019-09-17
82090,Rio de Janeiro,44,299,37.52,Volvo,2019-09-17
82091,Rio de Janeiro,86,255,39.86,Volvo,2019-09-17
82092,Rio de Janeiro,44,298,39.56,Scania,2019-09-17
82093,Rio de Janeiro,84,261,40.98,Volvo,2019-09-17
82094,Rio de Janeiro,31,277,36.39,Volvo,2019-09-17
82095,Rio de Janeiro,57,272,35.73,Scania,2019-09-17
82096,Rio de Janeiro,44,297,37.68,Volvo,2019-09-17
82097,Rio de Janeiro,44,298,36.27,Scania,2019-09-17
82098,Rio de Janeiro,31,277,41.59,Volvo,2019-09-17
82099,Rio de Janeiro,32,290,33.62,Scania,2019-09-17
82100,Rio de Janeiro,31,283,43.38,Volvo,2019-09-17
82101,Rio de Janeiro,44,301,44.01,Volvo,2019-09-17
82102,Rio de Janeiro,86,251,31.31,Volvo,2019-09-17
82103,Rio de Janeiro,31,283,32.2,Volvo,2019-09-17
82104,Rio de Janeiro,84,261,41.8,Volvo,2019-09-17
82105,Rio de Janeiro,44,298,44.39,Scania,2019-09-17
82106,Rio de Janeiro,31,280,30.01,Scania,2019-09-17
82107,Rio de Janeiro,86,255,41.92,Volvo,2019-09-17
82108,Rio de Janeiro,31,280,36.19,Scania,2019-09-17
82109,Rio de Janeiro,31,280,33.29,Scania,2019-09-17
82110,Rio de Janeiro,32,291,41.07,Volvo,2019-09-17
82111,Rio de Janeiro,32,291,31.35,Volvo,2019-09-17
82112,Rio de Janeiro,31,283,35.54,Volvo,2019-09-17
82113,Rio de Janeiro,57,274,34.44,Scania,2019-09-17
82114,Rio de Janeiro,57,270,37.7,Scania,2019-09-17
82115,Rio de Janeiro,31,276,36.76,Scania,2019-09-17
82116,Rio de Janeiro,86,251,40.94,Volvo,2019-09-17
82117,Rio de Janeiro,86,252,37.05,Scania,2019-09-17
82118,Rio de Janeiro,32,288,44.81,Scania,2019-09-17
82119,Rio de Janeiro,44,298,43.22,Scania,2019-09-17
82120,Rio de Janeiro,31,276,31.04,Scania,2019-09-17
82121,Rio de Janeiro,57,275,43.35,Volvo,2019-09-17
82122,Rio de Janeiro,86,255,44.25,Volvo,2019-09-17
82123,Rio de Janeiro,31,277,39.04,Volvo,2019-09-17
82124,Rio de Janeiro,57,274,33.67,Scania,2019-09-17
82125,Rio de Janeiro,44,298,31.06,Scania,2019-09-17
82126,Rio de Janeiro,32,286,32.33,Scania,2019-09-17
82127,Rio de Janeiro,86,252,33.52,Scania,2019-09-17
82128,Rio de Janeiro,57,274,44.18,Scania,2019-09-17
82129,Rio de Janeiro,31,280,42.46,Scania,2019-09-17
82130,Rio de Janeiro,57,272,32.08,Scania,2019-09-17
82131,Rio de Janeiro,32,291,38.79,Volvo,2019-09-17
82132,Rio de Janeiro,57,274,39.05,Scania,2019-09-17
82133,Rio de Janeiro,84,261,35.76,Volvo,2019-09-17
82134,Rio de Janeiro,86,252,34.48,Scania,2019-09-17
82135,Rio de Janeiro,44,299,43.73,Volvo,2019-09-17
82136,Rio de Janeiro,57,274,34.98,Scania,2019-09-17
82137,Rio de Janeiro,31,277,37.14,Volvo,2019-09-17
82138,Rio de Janeiro,86,255,38.5,Volvo,2019-09-17
82139,Rio de Janeiro,57,274,35.65,Scania,2019-09-17
82140,Rio de Janeiro,57,270,38.96,Scania,2019-09-17
82141,Rio de Janeiro,31,276,35.94,Scania,2019-09-17
82142,Rio de Janeiro,86,257,36.16,Volvo,2019-09-17
82143,Rio de Janeiro,44,301,32.18,Volvo,2019-09-17
82144,Rio de Janeiro,44,298,30.76,Scania,2019-09-17
82145,Rio de Janeiro,44,301,30.52,Volvo,2019-09-17
82146,Rio de Janeiro,57,272,36.38,Scania,2019-09-17
82147,Brasilia,43,148,43.28,Scania,2019-09-18
82148,Brasilia,77,152,38.07,Scania,2019-09-18
82149,Brasilia,71,133,44.86,Volvo,2019-09-18
82150,Brasilia,97,122,37.72,Scania,2019-09-18
82151,Brasilia,97,115,36.41,Volvo,2019-09-18
82152,Brasilia,43,145,37.04,Volvo,2019-09-18
82153,Brasilia,77,157,41.26,Volvo,2019-09-18
82154,Brasilia,46,162,36.13,Scania,2019-09-18
82155,Brasilia,40,135,36.38,Volvo,2019-09-18
82156,Brasilia,43,144,35.2,Scania,2019-09-18
82157,Brasilia,97,121,37.47,Volvo,2019-09-18
82158,Brasilia,46,169,31.62,Volvo,2019-09-18
82159,Brasilia,97,115,40.15,Volvo,2019-09-18
82160,Brasilia,43,145,44.21,Volvo,2019-09-18
82161,Brasilia,46,169,41.54,Volvo,2019-09-18
82162,Brasilia,77,150,32.83,Scania,2019-09-18
82163,Brasilia,71,126,43.33,Scania,2019-09-18
82164,Brasilia,43,148,43.77,Scania,2019-09-18
82165,Brasilia,77,152,39.52,Scania,2019-09-18
82166,Brasilia,97,122,34.68,Scania,2019-09-18
82167,Brasilia,46,161,35.35,Volvo,2019-09-18
82168,Brasilia,77,160,37.46,Scania,2019-09-18
82169,Brasilia,97,121,39.91,Volvo,2019-09-18
82170,Brasilia,97,115,43.56,Volvo,2019-09-18
82171,Brasilia,71,133,32.76,Volvo,2019-09-18
82172,Brasilia,97,115,31.02,Volvo,2019-09-18
82173,Brasilia,77,152,34.6,Scania,2019-09-18
82174,Brasilia,43,143,41.74,Volvo,2019-09-18
82175,Brasilia,43,143,40.62,Volvo,2019-09-18
82176,Brasilia,97,121,42.75,Volvo,2019-09-18
82177,Brasilia,77,150,39.68,Scania,2019-09-18
82178,Brasilia,97,120,33.45,Scania,2019-09-18
82179,Brasilia,40,136,39.71,Scania,2019-09-18
82180,Brasilia,77,157,43.58,Volvo,2019-09-18
82181,Brasilia,71,130,40.32,Scania,2019-09-18
82182,Brasilia,43,144,40.17,Scania,2019-09-18
82183,Brasilia,71,130,42.99,Scania,2019-09-18
82184,Brasilia,40,136,30.04,Scania,2019-09-18
82185,Brasilia,46,168,38.55,Scania,2019-09-18
82186,Brasilia,46,162,30.51,Scania,2019-09-18
82187,Brasilia,97,115,44.93,Volvo,2019-09-18
82188,Brasilia,71,133,39.08,Volvo,2019-09-18
82189,Brasilia,43,145,30.29,Volvo,2019-09-18
82190,Brasilia,77,152,39.04,Scania,2019-09-18
82191,Brasilia,43,145,35.84,Volvo,2019-09-18
82192,Brasilia,71,130,40.71,Scania,2019-09-18
82193,Brasilia,43,144,39.63,Scania,2019-09-18
82194,Brasilia,40,136,43.9,Scania,2019-09-18
82195,Brasilia,71,125,30.34,Volvo,2019-09-18
82196,Brasilia,43,143,41.73,Volvo,2019-09-18
82197,Brasilia,71,133,38.51,Volvo,2019-09-18
82198,Brasilia,77,160,39.25,Scania,2019-09-18
82199,Brasilia,43,144,36.24,Scania,2019-09-18
82200,Brasilia,97,115,30.94,Volvo,2019-09-18
82201,Brasilia,77,150,39.62,Scania,2019-09-18
82202,Brasilia,46,168,34.17,Scania,2019-09-18
82203,Brasilia,46,162,33.51,Scania,2019-09-18
82204,Brasilia,46,168,40.54,Scania,2019-09-18
82205,Brasilia,97,122,32.45,Scania,2019-09-18
82206,Brasilia,77,157,31.34,Volvo,2019-09-18
82207,Brasilia,77,152,44.16,Scania,2019-09-18
82208,Brasilia,40,135,33.76,Volvo,2019-09-18
82209,Brasilia,43,145,35.7,Volvo,2019-09-18
82210,Brasilia,46,162,41.32,Scania,2019-09-18
82211,Brasilia,77,160,42.61,Scania,2019-09-18
82212,Brasilia,43,148,34,Scania,2019-09-18
82213,Brasilia,43,148,39.51,Scania,2019-09-18
82214,Brasilia,71,126,44.87,Scania,2019-09-18
82215,Brasilia,77,160,40.95,Scania,2019-09-18
82216,Brasilia,71,133,33.05,Volvo,2019-09-18
82217,Brasilia,77,160,31.14,Scania,2019-09-18
